group,total,positive,negative,neutral,pct_positive,pct_negative,pct_neutral,P_positive,P_negative,P_neutral,pos_neg_ratio
overall,4867,820,1510,2537,16.8,31.0,52.1,0.1685,0.3103,0.5213,0.54:1
